Country_code_A3,Unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
COL,kt_methane,116.2309071,138.0199114,143.9888072,150.052974,156.29182,162.7740319,169.3767905,176.2157723,183.3162592,190.6782138,198.3006717,206.0788292,214.1064861,222.3752741,230.848095,239.4918547,247.4966281,255.4971895,263.6030143,271.820905,280.1570103,288.4027645,298.0602678,308.9681481,320.5189026,331.9389419,340.8844836,350.5469815,358.3211622,362.0133276,370.8519725,379.5249949,388.8403068,399.5622621,411.8005785,423.864665,437.6626719,451.9838433,463.2858247,472.2799885,484.0281111,498.9849758,511.1760433,523.6503083,536.4911939,547.6437617,556.5469792,564.346846,573.4091603,582.8461572,592.4384653,601.345944
COM,kt_methane,0.521686738,0.612566693,0.639020136,0.667059051,0.698215491,0.733761546,0.775546104,0.822620733,0.873724782,0.926903289,0.980502121,1.036500919,1.093049883,1.150546577,1.210332449,1.273529005,1.342282326,1.415124716,1.491764923,1.572123029,1.656059342,1.67091894,1.750603337,1.813058817,1.824677716,1.88203366,1.907479159,1.960493831,2.001387038,2.043968746,2.144183331,2.199806273,2.248078252,2.295885813,2.343045876,2.397659544,2.458767004,2.507788639,2.581596477,2.654493511,2.733525845,2.827398473,2.917918598,3.021714095,3.107319384,3.182015403,3.273749554,3.374192301,3.47872417,3.568829962,3.661269671,3.757635075
CPV,kt_methane,0.069073398,0.081200218,0.083353942,0.085095379,0.086773831,0.08869415,0.091202793,0.094087558,0.097322324,0.100879223,0.104725468,0.114932148,0.126818377,0.13953857,0.152934738,0.16685285,0.187176488,0.209312833,0.232752808,0.258025919,0.285693876,0.301794535,0.327595597,0.354546994,0.394845779,0.433849687,0.470903925,0.509265002,0.551586315,0.594554047,0.644327581,0.675784765,0.710533403,0.745048756,0.791503922,0.834516268,0.879172471,0.939649226,0.986262692,1.013246391,1.045010193,1.07937336,1.107675833,1.1350826,1.162620496,1.191830753,1.226061129,1.259802548,1.298519691,1.328818573,1.359824431,1.393590201
CRI,kt_methane,8.835315146,10.34630145,10.80041586,11.26479415,11.74587938,12.2492116,12.71915371,13.20315253,13.70899061,14.23670293,14.78644204,15.41201696,16.07163044,16.75698678,17.4645969,18.19158048,19.1658199,20.20319838,21.28196384,22.40969308,23.59301983,24.81761168,26.4797351,28.1631761,29.75837246,31.37783902,32.84862359,34.65124714,36.65858112,38.50607138,40.34625656,42.5706528,44.86679274,47.30593972,49.84173546,37.06861623,34.09631586,37.81479208,39.6851173,41.12682197,43.026449,44.82449435,46.68164775,48.35939374,50.15976533,52.02737356,53.51252513,54.87965625,56.17408996,57.5855281,59.03243023,60.41821673
CUB,kt_methane,55.21893952,65.34799865,67.77572211,70.22818735,72.65254174,75.00436395,77.2415102,79.38846155,81.4565653,83.46337418,85.4286283,86.9927556,88.45434561,89.92028092,91.47480158,93.18291291,94.94664187,96.86906966,98.90528882,100.9533284,102.9262478,101.8283019,99.96363455,97.18403661,97.61613919,98.88502075,101.3209209,102.9367429,103.8587579,105.9203507,108.0945344,109.5935869,110.6040992,112.0353767,113.9274588,116.9621322,120.1629325,122.3758674,123.7804836,124.5362396,125.4629899,126.5299225,127.7090886,128.8702411,129.6342899,131.0466995,132.4118553,133.6708395,134.8500126,136.0107746,137.1815282,138.3988555
CYM,kt_methane,0.078660731,0.089708976,0.094831679,0.10084847,0.107507157,0.114493731,0.12178109,0.129446661,0.137153514,0.144542874,0.151343582,0.157309657,0.162687041,0.167870358,0.173788537,0.180920192,0.189603075,0.19971024,0.210891849,0.222497437,0.234099699,0.245456718,0.256704309,0.268378314,0.281513813,0.296580442,0.31392841,0.333143474,0.353221239,0.37166179,0.387295291,0.400601177,0.412836683,0.424258172,0.434794424,0.449164725,0.463464876,0.477200562,0.488378952,0.493414495,0.500251363,0.509125612,0.517346691,0.52487205,0.533113137,0.541551211,0.550324357,0.55906829,0.567532851,0.576070716,0.584737024,0.593367463
CYP,kt_methane,2.879400004,3.105459993,3.179350007,3.254080006,3.329599991,3.40602001,3.510390007,3.617740001,3.726749993,3.837459993,3.949740011,4.011490017,4.071829987,4.132300015,4.192680014,4.253179986,4.34360001,4.43329001,4.523550014,4.614530014,4.714290013,4.799110012,4.894929997,4.997650013,5.100430004,5.202390017,5.304829987,5.407419998,5.487420006,5.589470013,5.680370011,5.783389995,5.876349981,5.942150012,5.998380019,6.050399978,5.919229987,5.971610014,6.099009989,6.270630027,17.24119999,16.52080004,14.82439997,13.78780005,12.94269995,13.29359995,13.39825593,13.50623252,13.83319135,13.84225036,13.8513153,13.96285837
CZE,kt_methane,73.52449901,84.16659896,85.28999932,86.4235,87.56890115,88.72529944,89.90520065,91.08979995,92.288101,93.50059985,94.72700056,94.81850001,94.83070002,94.83600105,94.83209903,94.82110102,94.81889988,93.64739704,92.55324813,91.52108941,87.92210926,91.67072614,95.00985629,98.65450832,102.3881578,105.8470632,106.371401,109.2690679,112.2379004,115.7822464,117.4336231,119.8146998,122.3485025,125.2982181,122.6305118,124.2627656,124.6398447,122.934952,129.1050003,133.6691712,138.9073496,141.451799,143.710418,139.2804379,133.5384611,130.1774724,130.2644727,130.3554724,130.619469,128.8870806,127.1776685,126.5776486
DEU,kt_methane,1271.229996,1281.069998,1290.909991,1300.750019,1310.589995,1320.430007,1328.459995,1336.479985,1344.510003,1352.529994,1360.559994,1361.607338,1362.660256,1363.825406,1364.876914,1366.087918,1364.201417,1362.668563,1361.097084,1359.272294,1371.512827,1453.246488,1494.141341,1498.991784,1475.072582,1437.846784,1392.827372,1282.272695,1200.213061,1140.390217,1076.144816,1009.089249,950.1702024,889.5050805,830.457369,766.7973049,698.8854153,645.164242,597.2856474,548.0823381,504.0700359,470.1501045,437.8711545,410.8523397,381.9539491,361.9963686,362.9133537,364.7183363,367.3323071,367.6877087,368.0434542,369.2528636
DJI,kt_methane,1.184687426,1.447622794,1.571383172,1.712007182,1.886485874,2.108347695,2.386457602,2.720870623,3.087807602,3.448007368,3.769666717,3.998412878,4.165161649,4.310277239,4.491695695,4.754485145,5.090875147,5.510421863,5.970134118,6.398800416,6.74136328,6.770998989,7.39478804,7.98037026,7.364525878,7.746166791,7.578972724,7.83559587,7.998059437,8.298823672,8.52578875,8.606478665,8.681455506,9.011888874,9.232088849,9.500364721,10.07227101,10.39478155,10.88582911,10.12972772,9.810958239,10.25791704,10.6496967,11.12409764,11.71040574,11.84087108,13.18633561,13.75348061,13.60669749,14.08517326,14.5804745,15.12216221
DMA,kt_methane,0.259821299,0.301177333,0.310454072,0.319096539,0.327977714,0.337929166,0.349474209,0.362385965,0.375988426,0.389251332,0.401313827,0.42031021,0.439162096,0.45694108,0.474103437,0.491062347,0.508735662,0.526292536,0.544011325,0.562665757,0.582857549,0.590696321,0.599325453,0.608901981,0.615320439,0.624682225,0.629998275,0.632552128,0.636348887,0.636079128,0.63897974,0.642797967,0.643617319,0.657636475,0.669115697,0.676488048,0.689354735,0.705216336,0.722322427,0.727913812,0.735213585,0.741858384,0.747428536,0.753969578,0.768571267,0.773256739,0.783390609,0.773730399,0.779048736,0.783434626,0.787845207,0.790852869
DNK,kt_methane,59.11829913,59.43370109,59.74889992,60.0643005,60.37939864,60.6945989,60.84149975,60.98819875,61.1351003,61.28179902,61.42850054,61.40540047,61.38209967,61.35870024,61.33560001,61.31229926,61.37669861,61.44119991,61.50559924,61.56999851,61.6121737,61.61728479,60.85018828,60.18424358,56.93971871,53.4518832,51.82919818,48.2502686,45.21109037,45.74866667,43.02919228,44.80024327,41.78639292,42.67861059,37.58661274,36.50934679,38.2975032,36.45427584,35.26130528,33.66280329,31.12364694,31.18112559,29.94876502,28.33152857,27.739749,26.28895885,24.9540339,23.87376028,23.9603601,20.28955605,17.18113095,14.11457515
DOM,kt_methane,12.6702031,15.14017906,16.13632436,17.17470026,18.25561967,19.37968236,20.55899274,21.78515625,23.05824664,24.38017098,25.75273769,26.78055577,27.78472417,28.81273426,29.86422165,30.93904536,31.85100702,32.7527432,33.66784536,34.59779629,35.54366165,36.58752231,38.56400867,40.39235723,41.78621729,43.4494379,45.58074608,48.12794253,50.58161812,53.01165032,55.37264751,57.88352947,60.75082179,62.95797464,65.6680378,69.50155924,73.80635855,78.0604378,81.77476806,85.1287175,89.82356353,93.43527636,96.88315305,100.8254504,105.476445,110.2194041,114.0552667,117.3910947,121.243727,125.0166625,128.9070066,132.6179656
DZA,kt_methane,59.94386893,70.35389442,72.73380617,75.18461638,77.73044848,80.39224864,84.36482767,88.70599191,93.28241812,98.1240958,103.2536096,109.4249426,116.0611028,123.0525687,130.3686831,137.9790297,145.6363361,153.5128748,161.6157069,169.9172846,178.3890154,185.4137943,193.4711296,200.1415817,207.0488743,216.0774616,225.6240708,233.8578716,243.9101484,253.4674929,263.4079407,273.1600222,284.5224047,297.371821,309.2029513,322.3396563,333.3003414,345.4849602,357.7531057,370.0596686,384.4326522,398.5909307,413.6952984,428.9991375,445.5098922,462.4252867,476.7015383,489.0734553,501.6672679,515.2832484,529.2687864,542.5084825
ECU,kt_methane,20.92177166,24.5663104,25.81439518,27.11120706,28.45700774,29.85205673,31.57220331,33.39795022,35.30030173,37.28163903,39.34471873,41.41554098,43.55724071,45.78294966,48.09882889,50.51000168,52.92009161,55.41014005,57.99108344,60.66118145,63.41851581,66.1701116,68.67210098,71.17476088,74.10012926,76.81176315,79.39726554,82.47744666,85.48934195,86.93823948,89.34923928,92.0617924,94.83684318,97.36891355,101.0855726,104.4462383,107.4484225,109.9803523,98.03498166,100.0330214,102.5389134,106.0119172,109.1856746,112.2056733,114.9955278,116.915945,118.2559922,120.4210794,122.4603146,124.413127,126.3970798,128.2955476
EGY,kt_methane,80.87995587,95.62943506,98.97726557,102.3909529,105.911761,109.5777554,112.6150908,115.663688,118.8458185,122.1751039,125.6623294,128.9553764,132.3336706,135.8618515,139.5609634,143.4395981,147.068517,150.7759259,154.5361989,158.2265841,161.7526615,164.4202943,168.1415819,171.3658602,174.8864406,178.7462809,183.4861923,188.6158517,193.9069399,199.5317364,205.4787898,210.6678761,215.3474573,220.4433261,226.1093913,232.0976413,239.0103281,217.6925553,223.5930744,229.3928671,235.5983994,240.4267469,245.5141012,250.8122754,256.5470408,263.0650127,269.8398785,276.5317329,283.8188178,290.4295275,297.1942139,304.0254941
ERI,kt_methane,0.53955608,0.639133662,0.666635809,0.695334673,0.725240185,0.756377361,0.789264476,0.823516128,0.859238431,0.896703768,0.936110309,0.982905245,1.032341984,1.083908297,1.138013858,1.194780262,1.278894299,1.370975703,1.464293071,1.553042363,1.632325794,1.85080758,2.072930252,2.280900795,2.560276178,2.705938406,2.918833276,3.150367864,3.335007862,3.504754548,3.641057604,3.954196145,4.239197325,4.439892528,4.696946561,4.984464057,5.199263491,5.44647809,5.451616916,5.717456386,5.999267559,6.409635329,6.653277925,6.873310958,7.098235332,7.329974829,7.542857024,7.758283149,7.978027151,8.185369696,8.398100908,8.610978183
ESH,kt_methane,0.228026826,0.245232781,0.262438736,0.279644692,0.296850647,0.314056602,0.412191715,0.510326827,0.60846194,0.706597052,0.804732165,0.855333853,0.994285731,1.086437347,1.181212311,1.275382706,1.36710281,1.457116461,1.549776501,1.650191884,1.758929692,1.877683764,1.971615315,2.06721425,2.164480569,2.257074176,2.381891046,2.49461712,2.60793259,2.721837456,2.836331718,3.069898031,3.304704744,3.531077671,3.767744983,3.99473811,4.086454351,4.144546165,4.213332396,4.269883034,4.325553,4.398707884,4.45889837,4.518139883,4.576432423,4.646977632,4.633775991,4.633775991,4.633775991,4.667084936,4.700633316,4.714004781
ESP,kt_methane,185.2150022,198.0779972,201.4410024,204.831,208.246002,211.688002,214.8550004,218.0379995,221.2430029,224.4730017,227.723998,229.4930003,231.2380036,232.9889995,234.7430006,236.5010007,237.4810004,238.456998,238.6183278,238.8186583,242.1920902,260.8895088,279.00852,296.8319354,312.4451162,331.7354654,349.6140711,369.7414551,387.6422829,403.4335014,417.4412623,436.0301506,448.6752877,441.9485559,435.8863292,449.0047362,462.3205004,474.3764258,496.1908669,575.3902969,540.6433209,548.9286328,515.6286561,464.5018796,470.1358629,486.1687866,485.641791,485.7147873,485.710784,489.9527857,494.2318352,495.8445748
EST,kt_methane,6.597000062,7.797350075,7.89948001,8.002180023,8.105479982,8.209359857,8.297339928,8.384809954,8.472619932,8.560690038,8.649049838,8.721270169,8.791849928,8.862050134,8.93153015,9.00085005,9.056740123,9.11241999,9.171269929,9.234430159,9.281119877,9.59448984,9.967009869,10.68949983,11.03349987,8.735848247,6.226382693,7.42371752,9.858873588,11.55690582,15.7297221,18.23650914,18.50135017,19.51483115,19.99106508,18.99054374,18.73991438,21.00570678,19.97217004,20.51985353,22.06171661,22.70949578,38.31453492,38.20460253,38.11043026,38.00664237,21.30888722,24.83843567,24.6772383,21.75960854,19.18693486,15.42300544
ETH,kt_methane,4.139339881,5.026539267,5.293872207,5.570675014,5.844534261,6.105607144,6.357712559,6.595744608,6.830622894,7.082659484,7.369593262,7.713940264,8.104981823,8.537015818,9.001571597,9.491389725,10.02550607,10.59081744,11.18854575,11.82519107,12.50596498,12.40001793,11.96548696,13.25889735,14.11278701,15.14522959,16.7928936,17.72346203,17.81845367,18.74960831,19.98818283,21.58985432,22.4832055,22.76233491,25.07560969,27.65227805,30.47943293,33.61843779,36.8920848,40.04613873,44.00640802,48.38945721,52.60424918,57.42361185,62.56706174,68.07156384,73.4898908,79.16598494,84.43632333,89.68416371,95.258165,100.6577339
FIN,kt_methane,334.5739994,355.6200002,357.2349995,358.857,360.4940006,362.1430004,363.226,364.3059994,365.3789999,366.4370004,367.4889995,369.3559994,371.2259994,373.1090003,375.0000004,376.902,378.2230005,379.5400005,380.8510002,382.1500004,434.7909996,446.304656,437.8836862,429.2630605,426.7155883,402.6782685,375.1228501,347.4224046,314.1144055,374.7418105,360.4240055,379.4260738,342.3144943,364.6919567,458.6674755,403.1837868,443.0371814,287.5374764,309.7751864,347.0363025,323.2953709,319.586584,389.3632076,353.2635501,321.2065226,282.9462448,177.2540164,177.9010104,178.5229989,123.1700107,84.97981561,45.38639533
FJI,kt_methane,2.785810671,3.193160115,3.309729859,3.429159122,3.550917175,3.674608006,3.776036896,3.874970861,3.976992857,4.087012406,4.208179766,4.335472215,4.473716145,4.613971429,4.741926981,4.846916379,4.996643842,5.130399086,5.250524214,5.374027932,5.515066745,5.655337874,5.932295334,6.185027399,6.485425966,6.756017625,7.00460438,7.135036119,7.309003913,7.612353076,7.741897774,7.890024371,8.056558045,8.182021606,8.389773665,8.534914943,8.722203394,8.875483041,9.072602644,9.226986106,9.465737943,9.714768747,9.934591434,10.2260164,10.55063426,10.86548433,11.10646022,11.4043283,11.70994215,11.99308674,12.28307771,12.56600923
FLK,kt_methane,0.008441226,0.009461463,0.009553523,0.009538004,0.009619916,0.009653096,0.009698097,0.009730787,0.009792848,0.009853493,0.009884213,0.010145789,0.010365043,0.010647653,0.010937609,0.011241684,0.011811602,0.012464902,0.013198906,0.014030596,0.01499079,0.015133161,0.015178169,0.015287839,0.015390005,0.015485228,0.016183775,0.016942839,0.017708722,0.018367686,0.018949836,0.019507806,0.019957726,0.02028365,0.020591931,0.020788419,0.020918605,0.021066556,0.021164289,0.021279692,0.021416531,0.021663742,0.021912255,0.022229525,0.022593178,0.022922628,0.023163283,0.023308948,0.023530245,0.023755669,0.023983252,0.024193207
FRA,kt_methane,451.6580063,455.5080051,459.3600036,463.2099999,467.0619949,470.9120075,472.7969965,474.6820012,476.5670037,478.4530008,480.3380029,482.6979998,485.0589925,487.4170079,489.7769921,492.1380051,494.9150049,497.7228724,500.5390825,503.3555578,506.1668331,528.918634,556.5343028,585.2073698,601.5862515,616.6063344,628.8033159,640.6583016,660.1967735,672.6448681,682.9718085,691.4378465,698.1898914,699.8777072,694.5138657,682.9007387,672.5771872,663.4892092,652.7480355,627.6080441,627.2760774,606.7055059,579.8507985,559.9210824,539.1358612,481.8776072,483.8474532,485.7803178,491.629878,486.2033715,480.8367617,480.6288424
FRO,kt_methane,0.548701407,0.555198324,0.561730285,0.568262245,0.574794198,0.581326163,0.587302111,0.593224159,0.599146217,0.605068257,0.610990302,0.617421045,0.622576487,0.628997566,0.634785827,0.640574088,0.646255523,0.651936958,0.657618394,0.663299829,0.668981264,0.664612659,0.660244054,0.65587545,0.651506845,0.64713824,0.650562282,0.653986323,0.657410365,0.660834406,0.664258448,0.66714555,0.670032653,0.672919755,0.675806858,0.67869396,0.679438928,0.680183896,0.680928864,0.681673832,0.6824188,0.683585448,0.684752096,0.685918744,0.687085392,0.68825204,0.68825204,0.68825204,0.68825204,0.688718699,0.689185675,0.689372402
GAB,kt_methane,0.293493146,0.368452189,0.408456256,0.450820456,0.495969961,0.544376078,0.598806271,0.657625096,0.720795553,0.788500984,0.860986951,0.921599252,0.983563588,1.049300672,1.119032521,1.192982917,1.266255685,1.342946228,1.423696926,1.508368698,1.596846526,1.693302691,1.766070949,1.860173895,1.960627249,2.069632482,2.16710512,2.274132145,2.377760803,2.428048497,2.504196828,2.598947028,2.687259698,2.790470005,2.893226373,3.012280091,3.101322876,3.241881003,3.340534429,3.459034521,3.633410521,3.818159903,3.999581679,4.188436219,4.369155071,4.54200056,4.680369056,4.794020508,4.907240198,5.045499256,5.187653693,5.315131948
GBR,kt_methane,1663.000003,1666.770002,1670.219998,1673.669992,1677.120007,1680.57,1681.100003,1681.430004,1681.739996,1682.070001,1682.379989,1683.53001,1684.719991,1685.929998,1687.120009,1688.320007,1692.400004,1696.690161,1700.980953,1705.271446,1976.378454,2041.039371,2029.561235,2058.548507,2098.633884,2176.406974,2138.745613,2103.386911,1900.181594,1679.999984,1574.825699,1570.778252,1460.369919,1342.964515,1230.304764,1074.16848,923.758893,793.0951364,654.0711949,587.0637608,431.4267396,368.7009564,324.1077579,267.8340226,225.0772696,223.2690837,214.1178406,228.6744161,230.0281695,223.4944511,217.1463164,213.1191379
GEO,kt_methane,44.78769211,50.5873201,51.6747507,52.69984105,53.7011607,54.71187927,55.68992638,56.67937961,57.69300604,58.73860595,59.82188788,60.79586788,61.77615771,62.79612476,63.88438991,65.0526794,66.06068182,67.11408718,68.10392938,68.83410711,69.15936832,64.68243403,53.97488941,46.74216195,43.70178774,43.14971687,44.01087035,44.90536497,44.83679235,44.64757854,44.31849399,44.75084894,45.35156038,46.62483955,47.32377933,48.38348901,49.64571426,51.26717794,42.93774628,42.52536229,43.03395692,43.71901992,44.28781811,44.55043723,44.95126165,45.28784544,45.6829317,46.3793084,47.16725496,47.67763833,48.19354441,48.78300496
GHA,kt_methane,1.139164425,1.365242249,1.418201282,1.473942186,1.529062389,1.580981854,1.628418859,1.672138596,1.715604389,1.764188858,1.82219527,1.900344181,1.991257215,2.091036368,2.19530438,2.300333574,2.434978942,2.57673961,2.722256249,2.873648774,3.032789098,3.229392445,3.426659253,3.642654838,3.851900591,4.07663124,4.320729606,4.570929499,4.839022007,5.117411298,5.398917314,5.686287097,5.996499895,6.337653476,6.706841752,7.102839647,7.532450493,7.940760706,8.47229849,8.945682898,9.500610544,10.24902963,10.93794773,11.58446702,12.11603519,12.62069702,13.11259737,13.77320595,14.41865559,14.95604438,15.51346184,16.09355561
GIB,kt_methane,0.301883858,0.339313949,0.342167562,0.344287887,0.34607098,0.34784531,0.349759447,0.351646853,0.353392064,0.35492088,0.356078169,0.356847153,0.35741812,0.357495485,0.356884801,0.355568141,0.353281251,0.350290175,0.347072361,0.344555384,0.343271891,0.342707316,0.344160318,0.347723825,0.353024061,0.357637089,0.361889725,0.368089379,0.372932051,0.377467588,0.382451519,0.386786811,0.390425054,0.394725777,0.39871202,0.402200149,0.406223802,0.410963695,0.412792878,0.41191257,0.415293268,0.418141348,0.421025264,0.425704885,0.429551691,0.433045873,0.44064834,0.448210487,0.455403122,0.461379507,0.467434322,0.474379783
GIN,kt_methane,2.740372158,3.321606944,3.521728875,3.720085454,3.918214881,4.118177637,4.346411142,4.58297655,4.83008518,5.096954618,5.392509082,5.668064389,5.972632886,6.312578544,6.682186168,7.077553757,7.392903927,7.709515538,8.061253668,8.4787248,8.984276325,9.493832095,10.07362355,10.76426841,11.42953808,12.09780008,12.73106509,13.37260964,13.92537763,14.47558421,14.9726511,15.55175014,16.25087139,16.75366077,17.30922251,17.94115578,18.49636708,19.45257491,20.32625699,20.80964027,21.70704702,22.78407379,23.94439955,24.99494338,26.05250173,27.17292924,28.93118239,31.10841406,32.99509296,34.55959033,36.19827,38.01314435
GLP,kt_methane,0.937542657,1.085731827,1.121276065,1.155866617,1.18946331,1.222161291,1.245684671,1.267211552,1.289363554,1.314542569,1.344744683,1.37434252,1.408694117,1.447585638,1.489337458,1.532430895,1.571302903,1.610442714,1.649364841,1.686752332,1.721553587,1.748992061,1.772527503,1.79408391,1.815877214,1.83957878,1.862265806,1.88662014,1.912010422,1.936965524,1.960170978,1.977402798,1.992133347,2.005377425,2.017899114,2.03023972,2.042771411,2.055114541,2.066535961,2.076008944,2.082774032,2.086657248,2.087860892,2.087048816,2.085240677,2.083284551,2.081454282,2.07978811,2.078189221,2.076383771,2.074579889,2.072847003
GMB,kt_methane,0.142565529,0.175182598,0.191484913,0.209084574,0.22779028,0.247437298,0.26571411,0.284495052,0.304346979,0.325699336,0.348984412,0.376175215,0.405963821,0.438549346,0.474527504,0.514371611,0.561322584,0.613432736,0.669508494,0.727961554,0.787364366,0.84425594,0.902905408,0.962232177,1.013187308,1.067287497,1.126467626,1.200811963,1.274739954,1.366129058,1.461452875,1.562289542,1.614769667,1.72532411,1.852777212,1.932181561,2.017012032,2.126124525,2.25997576,2.409713639,2.569802002,2.630582801,2.777694628,2.937716566,3.039884616,3.215141991,3.325639433,3.479918826,3.673737908,3.814633208,3.960932128,4.109787082
GNB,kt_methane,0.427201179,0.501934044,0.518941088,0.536030536,0.55202554,0.566076882,0.585121578,0.603120744,0.620458622,0.639474336,0.662190473,0.721514737,0.79222552,0.869841122,0.953084828,1.040622816,1.143730246,1.253645877,1.369300379,1.491579486,1.621333876,1.737021483,1.830570802,1.930479303,2.042861668,2.168366222,2.332903576,2.469063006,2.257049541,2.289323849,2.405928694,2.505441875,2.573559537,2.656115929,2.767482888,2.904672101,3.029568676,3.168090338,3.314926684,3.471025483,3.652227531,3.893694132,4.009138305,4.18567504,4.342559412,4.586600534,4.827329952,5.068800185,5.278235527,5.484073617,5.697938881,5.918256379
GNQ,kt_methane,0.075530021,0.085352761,0.083297262,0.080452445,0.077484865,0.074970544,0.073041222,0.071686556,0.071239319,0.072132027,0.074658609,0.080129721,0.087698577,0.096624921,0.105891925,0.114644766,0.125057439,0.135283163,0.145228029,0.155402815,0.166295274,0.175099392,0.21119819,0.237068055,0.267888698,0.303464864,0.386203375,0.538283089,0.621997847,0.703585465,0.783803861,0.92660058,1.03509764,1.136258043,1.286968282,1.420935185,1.540854964,1.686007173,1.852432885,1.986259295,2.084553158,2.216125494,2.365351628,2.473720523,2.596287541,2.679178122,2.736760524,2.810004998,2.89343532,2.975329624,3.059541823,3.135648636
GRC,kt_methane,103.8200005,104.6600003,105.4990005,106.339,107.1780003,108.0169997,109.5159995,111.0130001,112.5100001,114.0080004,115.5059998,116.3210003,117.1370006,117.9529999,118.7680003,119.5850002,120.2410002,120.897,121.5539995,122.2100005,122.8670002,126.5540001,129.9129996,133.237,137.1009996,141.7880001,146.8009992,153.0730009,158.130798,163.6989062,170.5937685,152.2165109,161.4304208,173.3177484,177.5715426,192.1635465,202.0524156,198.103859,202.5547287,190.4340887,179.4841099,169.4673814,160.3017107,156.5207658,157.3157565,156.8637608,156.38677,156.0527731,155.0007895,154.6967677,154.3933422,153.8991984
GRD,kt_methane,0.585002648,0.656741455,0.656886066,0.656684501,0.655341936,0.652428601,0.64738885,0.640545904,0.634368437,0.632109667,0.636306289,0.648070181,0.666808215,0.688773948,0.708293359,0.721184137,0.725319162,0.722015121,0.714304071,0.706929811,0.703571207,0.711727788,0.720398542,0.72881921,0.743572883,0.758736815,0.777261591,0.796675241,0.826815586,0.850241872,0.869855221,0.870387173,0.878882374,0.899437636,0.903254403,0.929639491,0.926675207,0.938706109,0.943567348,0.932701984,0.932155019,0.936623472,0.937794842,0.945556211,0.963465465,0.981235517,0.996195357,1.013488199,1.030981153,1.048293727,1.06589702,1.08280801
GRL,kt_methane,1.35244115,1.378291159,1.402307298,1.426422033,1.45063363,1.474943,1.483496307,1.490680222,1.497880787,1.505099034,1.512336371,1.532779741,1.555426063,1.577866931,1.599089822,1.6233588,1.641099533,1.658894339,1.67980297,1.69773296,1.715717024,1.723226747,1.727627283,1.732032456,1.733319168,1.737731296,1.74312749,1.745398267,1.750806691,1.753081546,1.7585022,1.766515072,1.774545326,1.782592963,1.790657982,1.798740384,1.799948976,1.801150557,1.802345126,1.803532685,1.80788496,1.809387541,1.814050157,1.815538122,1.820180275,1.821653624,1.821653624,1.821653624,1.821653624,1.820978949,1.820304525,1.820034705
GTM,kt_methane,31.86507053,36.92088212,38.37355026,39.86339271,41.38664334,42.94101586,44.49043869,46.06464127,47.67556944,49.33552649,51.05442465,52.94120467,54.91113974,56.94761361,59.04104828,61.18418896,63.40363384,65.67993168,68.01787721,70.42954049,72.92484765,75.75906298,78.95433222,82.1209717,85.39538476,88.96988076,92.25897493,95.91187828,99.87924718,103.7532001,107.7011154,111.4452065,115.7049651,119.8047209,124.1639993,128.6976413,133.9770564,139.7829197,144.843112,148.9897022,153.944678,159.6702168,165.1905485,171.0864797,177.3633496,183.8191681,189.5616685,195.1722799,201.0413421,206.7503759,212.621531,218.3591744
GUF,kt_methane,0.129306302,0.150887183,0.157081944,0.16325642,0.169579848,0.176169418,0.183022811,0.190278177,0.198179765,0.207081036,0.21719981,0.228831643,0.241782957,0.256297204,0.272721156,0.291227392,0.312215955,0.335424256,0.359835212,0.384034603,0.406888245,0.428394676,0.448475389,0.467635863,0.486787202,0.506821797,0.52747436,0.54891845,0.572052401,0.597961667,0.627502478,0.660965333,0.698341475,0.738052621,0.777582767,0.814994884,0.848750886,0.879774567,0.909206625,0.938830786,0.970149061,1.002665598,1.0368489,1.07239692,1.108705557,1.145208886,1.179280029,1.213202597,1.247367201,1.281388119,1.31633693,1.350450057
GUY,kt_methane,8.416946515,9.566104543,9.724186796,9.879145057,10.03433866,10.19135047,10.35110883,10.51294438,10.66827416,10.80416133,10.91069662,10.90319849,10.85675093,10.78495162,10.69314067,10.58674883,10.46515242,10.3306447,10.19768238,10.08638761,10.01076508,10.15255662,10.38996574,10.65967078,10.94023006,11.10514721,11.3174504,11.46724208,11.36685389,11.37283579,11.27524976,11.2498997,11.20752791,11.11415124,11.07665282,10.94183294,10.96845789,11.0582582,11.01942692,11.01448829,11.04333957,11.1995399,11.38735322,11.58155163,11.75045919,11.8974902,12.08016726,12.23327213,12.41848895,12.58243402,12.74854345,12.91953674
HKG,kt_methane,48.44730768,54.9434871,56.18608547,57.47744072,58.95865458,60.73203812,62.82624827,65.23181202,67.81103869,70.34959816,72.67955964,74.64580305,76.35173207,77.89071017,79.40110598,80.99225094,84.01873062,87.34466926,90.7835807,94.25350672,97.69020412,100.018698,102.2463943,104.4831779,106.8191222,108.7301974,111.0069059,113.6711933,114.3225486,116.2136513,118.9631005,120.1260357,121.0405166,122.038932,124.08368,126.0776118,128.0999856,130.1075457,131.3278639,131.5311546,133.489595,135.2628616,136.3694693,137.7228625,139.1031085,140.4855922,141.9172248,143.7833687,145.5644972,147.1384406,148.7294024,150.3845516
