Country_code_A3,Unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
HND,kt_methane,8.040760712,9.514874836,10.08057759,10.67582523,11.30347504,11.96625019,12.62505243,13.31370278,14.03740774,14.79617912,15.59017976,16.43177845,17.31300751,18.23328194,19.19317945,20.19340607,21.21572168,22.2762998,23.37950994,24.52792141,25.72380514,26.44068628,27.85267717,29.45715643,30.60077852,32.24961666,33.64034928,35.29749125,36.950047,38.17916543,40.26945833,42.17424784,44.22398347,46.46229948,49.01373339,51.66706323,54.53373372,57.4705128,60.20693748,61.8774824,64.47521495,67.26510803,70.18000338,72.93149874,75.77615539,78.86494507,81.69197272,84.73269757,87.64882715,90.43794048,93.31580746,96.19480322
HRV,kt_methane,7.682680002,8.097269997,8.126220002,8.155050004,8.184000002,8.212840006,8.248910008,8.285059998,8.321240002,8.357479992,8.393789997,8.437759994,8.481999999,8.526329992,8.570979992,8.6158,8.639849995,8.664179998,8.689259999,8.715119997,8.734990002,8.824150005,8.921780009,9.144800004,9.68269,10.64630001,11.1723,12.21569998,12.39900001,14.80739999,14.87680002,17.37819997,17.89040007,19.79729989,23.98472513,22.39237107,24.40891336,33.41623464,35.44327709,40.96078996,35.83582724,39.25060522,34.10234534,38.61453787,37.95493879,42.67063194,42.43563157,42.2006325,41.49113336,42.06642792,42.64969921,42.6454497
HTI,kt_methane,1.586947008,1.82380693,1.870410701,1.917747958,1.966765205,2.01829135,2.061319638,2.105250214,2.151639449,2.200758584,2.252733451,2.372006027,2.505789031,2.646140657,2.792173285,2.943100222,3.173348856,3.422843462,3.683244046,3.954963592,4.238416949,4.489677033,4.627792969,4.745631926,4.730010539,5.09456016,5.383398404,5.638440418,5.887856199,6.154965981,6.389960205,6.773589856,7.206317825,7.672666881,8.037715564,8.563962434,9.060250459,9.606489137,10.0894585,10.664499,10.90984631,11.5628342,12.18535969,12.87933474,13.54062688,14.13471832,14.59702408,15.03439329,15.4925006,15.95227814,16.4257007,16.88026729
HUN,kt_methane,108.0120002,108.3519996,108.6870001,109.0229996,109.3579999,109.6940002,110.1600004,110.6339999,111.1080001,111.5829998,112.0559999,111.7130001,111.3209999,110.9299998,110.5379998,110.1459996,109.7520004,109.3579999,108.9640004,108.5690004,148.3480004,143.4890004,130.8219997,133.0160003,130.2830007,135.0180002,138.6589994,137.1439998,136.3210006,136.1629993,134.7260003,128.7360002,123.7419993,118.6300006,113.486,124.1559906,125.5527307,119.9743519,113.2953684,104.7819295,93.10412946,87.18328721,88.38566634,74.70801111,63.70919755,52.28428584,41.16503369,41.14939598,41.01099587,34.01034296,28.20471447,23.33186537
IDN,kt_methane,29.178545,35.43245536,37.51138632,39.67392443,41.92088649,44.25267526,46.94271699,49.77824836,52.72441549,55.78792216,58.97374653,63.00790308,67.33059638,71.83123102,76.49629134,81.31235762,86.64129796,92.19611872,97.92683957,103.8410582,109.9465551,118.5609529,127.863031,137.6325645,148.240192,159.6817171,172.0777828,183.9287083,187.7980872,196.9991235,209.5088227,219.7775779,230.3957133,241.6341259,253.4635152,266.1436627,279.316642,293.5055746,306.3422525,320.4673259,336.0267658,351.4951556,367.2581609,383.1508555,399.0159094,415.1191039,429.2561176,443.2960181,457.6468949,471.4574786,485.6848295,499.7156336
IND,kt_methane,67.43786868,80.86476749,84.34599824,87.97992001,91.75389554,95.65825796,99.88276327,104.2799182,108.8335979,113.5624569,118.4816435,123.0042807,127.5965965,132.3355441,137.2040466,142.1872285,147.2116452,152.3318764,157.557127,162.8881988,168.3256703,173.0782582,180.3793097,187.8865837,196.7301696,206.6389333,216.9908301,225.3999162,235.160412,247.2952282,256.5455669,267.3060562,277.8773446,291.8298994,306.8203071,320.715984,337.2104586,354.0006492,366.5204292,383.6444002,402.5617427,419.3523268,436.342504,454.7651708,474.9524716,496.5622407,518.317556,539.4319615,560.6849305,581.1620188,602.3869623,623.4729061
IRL,kt_methane,54.60069967,55.39999993,56.26730016,57.13469999,58.00200025,58.86939993,59.79070026,60.71999997,61.64919998,62.57840025,63.50759995,64.04629975,64.52790023,65.00960014,65.49119998,65.9727997,66.04810007,66.0640003,66.07989972,66.09589993,58.14600017,57.35859988,57.92840007,58.45770008,59.27920008,60.51739986,61.90251553,63.54284078,65.11126584,65.59809903,68.66329385,74.42684163,72.77087998,65.70858377,50.59128554,43.61759215,46.35008474,26.51128186,19.18093569,11.40675063,10.12687531,11.71331426,7.968173994,9.33721456,9.703345126,13.68718013,17.71294198,18.11323658,18.27326541,18.44985304,18.62814717,19.35216139
IRN,kt_methane,16.05814556,18.91422414,20.01094489,21.17023742,22.40463005,23.72711783,25.06165568,26.47880001,28.00821421,29.67787914,31.51007594,33.47150055,35.58941872,37.85794313,40.25888043,42.77015357,45.23135341,47.761441,50.30259425,52.74542596,55.00475317,58.41413345,60.82833197,62.82529243,64.49485554,66.74295947,69.59784236,72.03710557,74.76362919,77.36860427,80.70461406,83.2211329,86.66809516,90.52680444,93.76946621,96.79580152,100.0245471,103.9275266,106.5033597,109.1245909,112.8248082,115.9893853,116.8856417,119.191909,122.8044565,125.2137929,130.286153,133.5949195,134.7275186,137.609264,140.5526483,143.5903127
IRQ,kt_methane,50.05573101,59.65707106,63.31999238,67.15527133,71.18220944,75.41715138,79.50376783,83.72347444,88.1012205,92.60661781,97.21454548,101.5592631,105.9428069,110.3908796,114.8773776,119.3902211,122.8091229,126.0641377,129.3921875,132.9358593,136.81001,110.1554101,116.3726253,127.3608523,131.883023,135.1627311,141.5541359,151.5865612,166.1436657,176.9646012,182.1051497,187.3007403,188.9677002,176.7945602,196.2340198,204.5245444,213.239439,218.7963724,227.0528615,234.0781738,242.8074607,253.3703891,267.8385421,280.5011392,289.5358739,299.0790529,314.7598526,322.7453097,330.982291,340.8864165,351.0869075,361.4412753
ISL,kt_methane,5.94031998,6.313599975,6.328110101,6.342800082,6.357790088,6.372939875,6.386799903,6.400420125,6.413859957,6.426970056,6.439900034,6.450549982,6.461180125,6.471910098,6.482780047,6.493750093,6.503710064,6.513580109,6.523480128,6.533390051,6.250999946,6.181230098,6.334920005,6.74916003,7.126259915,7.514760129,7.681194984,7.839879585,8.082478763,8.335976189,8.557641767,8.864682354,8.93484055,9.008743735,9.292038961,11.17475987,10.99970198,10.08550035,9.84989067,9.001399763,9.038162222,8.339016467,7.661112452,7.720692276,7.713852217,8.299980364,8.356050038,8.420169781,8.489399535,8.643147558,8.799680048,8.899621522
ISR,kt_methane,49.74561265,57.439082,59.9478089,62.60641331,65.30560018,67.95446662,70.35705809,72.66768072,74.90362751,77.07230095,79.18455369,81.08541902,82.92660757,84.74159938,86.55149043,88.38443456,90.03520227,91.69110281,93.51802991,95.71775153,98.43407389,102.5339945,107.252991,111.6556575,116.6969617,121.5610821,125.8624584,129.6885295,133.2826634,136.6723892,141.052958,143.66367,145.9591084,148.4948072,152.0682641,143.7659823,148.5156294,153.7182817,148.9211534,152.4163226,156.7807033,160.9391366,164.15108,167.6919502,171.2235703,174.4576033,178.0976166,181.6987343,185.3043406,188.7876186,192.3363739,195.9160713
ITA,kt_methane,602.4889949,788.5050069,793.6380055,798.8030047,804.0040028,809.247004,812.5619923,815.8620007,819.1529984,822.4080032,813.9347492,804.3597843,795.2089393,786.3339256,777.9782814,769.9467704,761.1474358,752.6399967,744.6956701,737.1118413,726.5976342,766.0403228,715.1862619,708.9637634,732.8622724,760.6426566,793.713183,819.7874824,816.9563023,830.1440543,875.5033748,861.4836768,836.638123,796.8387884,740.1304527,737.642104,697.094492,672.8956074,631.2621391,627.1090401,606.8867861,548.9673221,536.2284061,513.3645131,468.6256558,422.9468854,422.418931,421.9209856,420.410118,401.8192953,384.0505716,376.2711411
JAM,kt_methane,1.427262986,1.675508914,1.732894042,1.792558688,1.853131024,1.913529587,1.973336556,2.032434754,2.092111125,2.154525913,2.221335983,2.281113064,2.343516767,2.407766243,2.470129101,2.527645857,2.570025989,2.605358559,2.637027082,2.668412668,2.702296893,2.765954799,2.819005371,2.916853912,2.974726681,3.032939267,3.07708783,3.11258263,3.138543417,3.186052973,3.234846853,3.28240108,3.333560742,3.396630812,3.444329077,3.486477192,3.542249161,3.589111991,3.616912114,3.613183184,3.627655859,3.672491761,3.702004447,3.73747871,3.775440333,3.815185878,3.858041677,3.897712895,3.944028164,3.982958819,4.022273751,4.063833923
JOR,kt_methane,9.068238032,10.93380289,11.49745774,12.00425482,12.48191393,12.95611354,13.47260294,13.9975173,14.54466121,15.14192663,15.81226621,16.90172971,18.16677182,19.55655837,21.04969557,22.62965788,24.213706,25.85897941,27.6281137,29.60727595,31.86391778,34.01148585,37.64443878,40.61939108,43.50404249,46.42213766,48.05372297,49.45738241,50.70136833,51.92459998,53.26764409,54.91587655,56.72444852,58.49577523,61.04985975,64.02870021,68.23449904,73.10021668,78.39355366,83.9353378,89.36420859,94.72944287,100.3983502,106.271895,112.1220592,117.5101107,121.4846456,124.8914312,127.8382241,131.9942247,136.2853362,139.9728126
JPN,kt_methane,262.4759989,297.8619985,303.7189986,309.6349989,315.6159992,321.6489993,325.1519987,328.4949986,331.8359989,335.1690015,338.4989988,341.0920013,343.6990012,346.3150011,348.9419993,351.5800002,353.4289994,355.2810017,357.1260016,358.9589994,381.0426837,392.9633613,389.2117005,383.0175172,374.0600313,356.98698,340.421994,330.8735195,315.8906271,299.0200331,303.238087,290.5839876,279.2574393,262.6739268,254.6256883,247.5469834,239.9192772,230.2157021,221.6525217,199.6070739,196.0158276,181.9332208,162.5240136,152.9412275,127.2148718,112.9442474,112.7447913,112.5109157,112.2473264,104.1085642,96.5599226,93.28305765
KAZ,kt_methane,36.52539954,38.87359901,39.46980032,40.06650004,40.66410011,41.26230041,41.71789977,42.17280061,42.6271994,43.08050008,43.53280059,44.0484993,44.56429892,45.08010019,45.59560101,46.1111013,46.54870028,46.98699931,47.4284003,47.87369897,50.79539953,53.22319937,56.20800001,59.31490025,61.91800086,64.20880111,66.41270074,68.52100045,68.65899873,68.52070113,65.86989912,75.66119865,78.03639932,81.09679994,79.73679934,82.78760023,82.02059908,83.27130023,84.99539921,84.63120002,89.66770021,92.84010129,85.46199863,89.57310069,97.49659965,102.1469994,103.6420717,105.6520103,107.6030128,109.4546751,111.3382014,113.1764418
KEN,kt_methane,2.077556991,2.571376208,2.813826942,3.073721061,3.352048649,3.64988073,3.97123678,4.314960778,4.682215979,5.074846682,5.49451403,5.774187047,6.044085896,6.325354784,6.616828133,6.917532604,7.243343116,7.581423436,7.929156624,8.286005311,8.651471227,9.068365483,9.435550545,9.835381535,10.32379909,10.89940924,11.51268567,12.01159532,12.61753182,13.22237735,13.76902803,14.49354584,15.11671826,15.86138178,16.77027407,17.78616402,18.91689816,20.14094356,21.00975571,22.05899658,23.53615042,25.02287871,26.45173466,28.03714114,29.67053106,31.40559517,33.16665662,34.89608908,36.82577009,38.53027967,40.31368382,42.09336588
KGZ,kt_methane,12.4179045,14.18207813,14.56722014,14.94100424,15.31078812,15.68307306,16.0303608,16.37715701,16.73127377,17.09822844,17.48219775,17.80551685,18.13291632,18.47120376,18.81759423,19.16864509,19.48397478,19.79803717,20.09785307,20.35868598,20.56393308,20.05070998,19.02794628,17.84242416,16.33544567,15.79325304,16.1516405,16.77963207,17.00796122,17.26301062,17.5983425,18.02914348,18.1294511,18.59303015,19.11455384,19.23785012,11.12696989,11.68721138,12.31444057,12.57895932,12.7010718,13.09696027,13.29817684,13.90855457,14.31765831,14.70065859,15.14120266,15.61218539,16.04046198,16.45650057,16.88332987,17.31995621
KHM,kt_methane,5.079406053,5.12290281,4.252314873,3.384381339,2.510926397,1.647015138,1.846281665,2.18929004,2.508135634,2.828367522,3.185263656,3.519852166,3.915557087,4.383138917,4.901838835,5.448682196,5.810471302,6.145649484,6.490862544,6.85877478,7.260154309,7.255034842,7.05776592,6.626541398,5.759654143,6.080856759,6.487492687,6.836742462,7.206978415,7.823039554,8.44574704,8.91346305,9.335950418,9.825264374,10.39776007,11.09446603,11.8032454,12.5141522,13.11854832,13.46021455,14.0137886,14.77952273,15.61633788,16.49547862,17.40247414,18.33752771,19.29283491,20.27804832,21.32183546,22.27132443,23.26309537,24.24728546
KIR,kt_methane,0.047776019,0.057187048,0.061357569,0.065663761,0.070125448,0.074766851,0.077871125,0.080879574,0.083986512,0.087157983,0.090385358,0.092665909,0.094847249,0.097141845,0.099689118,0.10264324,0.106226033,0.110269197,0.114561943,0.118833024,0.12284381,0.125683655,0.128516248,0.131283622,0.134721244,0.137407779,0.145600665,0.155231009,0.167612067,0.176677066,0.190335089,0.1931389,0.198617707,0.203091178,0.205077832,0.211884947,0.218579512,0.226691366,0.232543066,0.239926508,0.24609791,0.255009281,0.267404951,0.27982564,0.287861571,0.306157712,0.320903588,0.330429288,0.341507381,0.353669817,0.366265405,0.378083995
KNA,kt_methane,0.690986986,0.775193699,0.77718631,0.782072583,0.787671566,0.792220722,0.79528836,0.796916515,0.797817952,0.798495831,0.799098311,0.791913967,0.784137873,0.77634893,0.768142631,0.759401386,0.750109196,0.740335471,0.731234028,0.72399215,0.719779865,0.714664543,0.719590379,0.73067216,0.740964133,0.751153095,0.761148364,0.772366737,0.773470086,0.779072988,0.795283768,0.808334557,0.816936967,0.816551189,0.825886923,0.844025181,0.854173288,0.85838633,0.871228759,0.870513671,0.871042382,0.878494431,0.883330042,0.896997233,0.912522346,0.922173827,0.93338415,0.943063917,0.955180733,0.966573233,0.978101611,0.989355328
KOR,kt_methane,41.78640082,49.22189937,52.65540025,56.22039942,59.89709974,63.66869933,68.00149916,72.50049883,77.13789946,81.95259872,86.97770009,92.01619908,97.25090007,102.6709984,108.2180006,113.8410007,119.9049999,126.0849986,132.3819996,138.8730003,145.6250014,152.8520015,159.1749999,165.8069987,173.4049977,181.4150024,186.9969979,191.8079985,192.4259997,198.5179994,204.4430021,208.9519973,214.3230025,218.1159984,222.4259978,226.4169983,229.9160019,220.1048115,116.4452663,117.2138201,119.0969822,120.3591966,121.3019656,122.3601172,123.5251977,124.5800461,125.5778826,126.5867852,127.5055807,128.4957097,129.4935274,130.4731709
KWT,kt_methane,27.556983,33.59689963,36.34634018,39.17314537,42.16101463,45.37920775,49.11216055,53.15845365,57.46368482,61.97961709,66.66377824,70.92408826,75.08934951,79.36112722,83.97869915,89.07616254,94.12103526,99.59009517,104.6344178,107.883357,108.3793588,121.1197359,125.7650516,124.7212116,120.041856,117.4153158,118.5887704,123.9192944,131.9858666,139.2829371,146.2716544,150.625276,153.8549054,159.4357214,164.8900707,171.9281292,180.2579433,189.9265217,200.2134929,208.6817431,218.7631573,233.4745072,248.6693417,261.9352792,273.6160486,283.4450298,292.0077256,295.9462726,300.0749557,307.4761665,315.0599247,321.2524784
LAO,kt_methane,0.181243637,0.213739513,0.227136206,0.241018363,0.254841111,0.268160802,0.279863241,0.290746594,0.301420953,0.312742045,0.325452939,0.340644336,0.357666051,0.376354427,0.396463875,0.417768208,0.441594834,0.466916218,0.493537479,0.521373866,0.550330832,0.585770807,0.62624225,0.669735568,0.720499544,0.771391907,0.850729514,0.937705698,1.020556161,1.117818918,1.216629882,1.328473987,1.44817826,1.575544023,1.71220444,1.861756184,2.001158309,2.141358019,2.29018653,2.444327952,2.611130476,2.783202295,2.9614926,3.147288761,3.339147034,3.538636909,3.715145263,3.894547871,4.077981914,4.249758779,4.428771402,4.605949731
LBN,kt_methane,15.39910139,18.45295821,19.63942122,20.88369543,22.1109214,23.2553231,24.19952039,25.01190834,25.74154824,26.46121622,27.2342848,28.002373,28.83839078,29.72198636,30.59450579,31.41034042,31.91437197,32.31800214,32.73119819,33.27561591,34.04702182,38.10272891,40.8195193,43.03157714,44.99489162,46.67411709,48.47468489,49.21589986,50.06188722,50.77649155,52.05696094,54.0942049,56.62658503,59.38413229,62.3635325,64.55913778,65.94880489,67.75089508,69.58108284,72.09592823,75.49617221,79.25972314,84.24295875,89.7520898,94.80184888,98.58232962,101.2890797,102.7515076,103.2457879,105.7913177,108.3996075,110.2854821
LBR,kt_methane,1.143827048,1.385248688,1.482761052,1.586389089,1.696648718,1.814045424,1.944036028,2.08157579,2.227917443,2.386398924,2.559322011,2.794421278,3.05702892,3.330700372,3.596519038,3.836993873,4.176748543,4.506904137,4.810936192,5.097966013,5.380998569,5.10374382,4.757509972,4.453747123,4.230076419,4.103276245,4.254430223,4.524553157,4.843054384,5.145097421,5.382739313,5.622963692,5.857467434,5.120341618,5.163172591,5.42044368,5.790852503,6.249639144,6.686084527,7.082075293,7.501449289,8.005795253,8.526815403,9.086831162,9.381354829,9.616430928,9.768221732,10.08070306,10.37349994,10.61114071,10.85422545,11.1026094
LBY,kt_methane,11.08880037,13.93846281,15.63186036,17.47965373,19.48386001,21.64691427,23.40496005,25.18429423,27.06307054,29.06005884,31.19014701,33.2185421,35.32925892,37.52871716,39.7798856,42.05124831,43.52541378,44.84096877,46.10966046,47.35377752,48.59045584,49.82740241,51.05756711,52.26571415,53.42882563,54.53105182,55.58406278,56.57888922,57.53833809,58.50055714,59.71323014,60.47526357,61.27288096,63.56432884,65.21262901,67.553675,69.53715877,71.47447859,72.95953718,73.84558459,75.20194558,63.62218059,72.53128705,72.32158359,68.93392584,67.81175281,68.00015957,72.01234262,74.55999101,75.06559917,75.57463597,77.19433421
LCA,kt_methane,0.582851815,0.669888055,0.685982976,0.701875473,0.718272497,0.735960192,0.755565495,0.776795457,0.799079142,0.821979255,0.844973138,0.868037486,0.891125109,0.914704974,0.939626536,0.966571982,0.996235095,1.028158737,1.061415156,1.094774976,1.127220694,1.13730222,1.161154338,1.169026983,1.177329522,1.186960052,1.196467607,1.197380282,1.214256055,1.223907123,1.224478838,1.176373625,1.131055787,1.095115251,1.066176208,1.022164197,0.990701732,0.953058726,0.919546018,0.874157991,0.829672113,0.836365834,0.841257093,0.841519483,0.844705579,0.848723075,0.861178998,0.874456988,0.882461701,0.890765801,0.899148043,0.909299136
LKA,kt_methane,45.64995056,53.58155955,54.96246981,56.33376623,57.71457658,59.11956032,60.47850309,61.84790357,63.22511809,64.59118715,65.93165348,66.99659968,67.98874448,68.95720869,69.92350707,70.9040191,71.85988198,72.81882242,73.77362244,74.70375618,75.59257708,77.12513701,78.7060101,80.76190543,82.59843601,84.32895504,85.64314323,87.38542858,88.82606331,90.14792292,91.86877761,92.07730029,93.31339232,95.19924849,97.066913,99.09214839,101.4443667,103.655362,105.6507721,107.0731048,109.3974225,112.0796984,114.9522061,116.5489346,118.3008431,120.102767,122.2616083,124.217902,126.081946,127.9926302,129.9322695,131.8973051
LSO,kt_methane,0.208645394,0.254778098,0.274461011,0.295135096,0.317049519,0.340412763,0.35502227,0.369113636,0.38393879,0.399301011,0.415014897,0.428597266,0.442014359,0.455406466,0.468530709,0.4812148,0.509493149,0.540219056,0.571554503,0.604120744,0.638468448,0.695611584,0.759555567,0.817744143,0.884818541,0.946875781,1.012746992,1.07421595,1.127819623,1.176774177,1.240318875,1.308024112,1.364506541,1.438659969,1.5037866,1.577978962,1.657451194,1.743604664,1.844529231,1.924757307,2.0288982,2.140830517,2.252773486,2.340876941,2.437372586,2.535807159,2.627669918,2.67678014,2.750955437,2.827368574,2.905904235,2.97927967
LTU,kt_methane,29.83749282,30.14626328,30.45503373,30.76380419,31.07257465,31.38134511,31.63226475,31.88318438,32.13410402,32.38502366,32.6359433,32.8863892,33.1368351,33.387281,33.6377269,33.88817281,34.14242571,34.3966786,34.65093153,34.90518443,35.15943732,36.13526428,37.02026701,37.73169715,38.0345275,38.12815378,38.37439513,38.62289679,38.72991756,38.77251399,39.11189811,40.42947327,40.90408744,41.35480426,40.70536231,39.98453255,39.44363964,38.90374357,38.30185822,38.32421234,38.07440838,35.56063815,35.2400376,34.04483919,32.15871138,30.47408733,30.22796058,30.04139068,29.47318294,28.14927585,26.8848374,26.16698741
LUX,kt_methane,2.565140024,2.784309975,2.819000037,2.853970034,2.889250005,2.924840023,2.952850001,2.980920008,3.009190028,3.037639995,3.066259984,3.074579986,3.082240015,3.089739966,3.097020026,3.104140016,3.130260005,3.156310038,3.182399978,3.208560024,3.208599991,3.309920002,4.690529996,5.813350016,5.831810013,5.34127999,3.741669972,3.722310004,3.621830008,3.555099972,3.780610007,3.315017989,3.260918205,3.085628174,2.816407929,2.649171735,2.466654639,2.428838939,2.235556273,2.257314288,2.281279621,1.737231252,1.556857981,1.415439047,1.52176822,0.641036046,0.651223969,0.659940905,0.687399694,0.541791851,0.427027263,0.384225345
LVA,kt_methane,7.617259916,8.088569942,8.194229896,8.3005599,8.407750054,8.515590031,8.590509961,8.665379993,8.74045992,8.815760022,8.891149892,8.95344,9.015079931,9.076699987,9.138299974,9.199939916,9.268879901,9.337729985,9.407490122,9.478620008,9.560399892,9.807189988,10.42590006,11.1269999,11.78759997,9.970820104,9.848719896,10.09219989,10.39669995,10.10499989,9.662889918,10.40819992,10.2240171,11.09081156,14.377716,18.52165917,21.8181296,25.66826312,18.50708567,19.83053644,19.67659973,22.4581985,24.28777819,24.68437423,23.34868644,23.28568664,23.02708907,22.78329183,22.0661977,21.54255275,21.03133422,20.5804595
MAC,kt_methane,0.231599393,0.249841836,0.250730364,0.249711313,0.247766122,0.245761623,0.243679389,0.241728529,0.240635141,0.241302367,0.244355154,0.250321756,0.258905177,0.269621342,0.281707439,0.29451378,0.307483984,0.320984075,0.334553084,0.347587467,0.359642579,0.370691053,0.386488873,0.397453614,0.407379302,0.416821828,0.423835071,0.430850882,0.434903166,0.440688468,0.452979807,0.464209387,0.4804976,0.499758247,0.530131229,0.54840533,0.569899893,0.592733257,0.606937291,0.619200517,0.652038306,0.685118277,0.70892073,0.734495362,0.748052878,0.735509277,0.744597249,0.765419545,0.781495361,0.790760666,0.800135819,0.813417617
MAR,kt_methane,83.25088551,98.56343207,103.1772657,107.9564,112.950849,118.2047067,123.9431466,130.0098361,136.3858815,143.0723144,150.0655463,157.4439726,165.1523321,173.1406971,181.3428267,189.7017943,198.2252132,206.8711689,215.6516754,224.6088394,233.77459,246.1295574,253.2081711,260.4315683,275.6027516,280.5960148,294.7025571,300.1740525,311.0221457,318.1524324,325.3815903,337.5018317,347.0844833,358.822651,370.2042707,380.4254973,396.2908381,409.7258536,416.7395669,431.4507396,446.1696665,462.862355,478.1311343,495.2892533,511.0847655,529.0272364,541.5394416,556.877711,571.4789715,585.807233,600.4947363,614.6708685
MDA,kt_methane,9.533485507,11.08164106,11.61939591,12.17034228,12.72725759,13.28427536,13.83821382,14.38936731,14.94402325,15.5130573,16.10561339,16.68746206,17.28842779,17.90882614,18.54166771,19.18024807,19.68866873,20.17966655,20.65947611,21.11674711,21.54220122,21.2730166,20.89011355,20.46874837,20.01109911,19.51969732,18.90127608,18.71731353,18.09329495,17.62328121,17.50591762,17.64602577,17.90743655,18.12060744,18.3591345,18.59002982,18.79980449,18.90527616,19.23168301,18.87619132,19.12742327,19.42374189,19.40486713,19.83134401,20.11701743,20.10630505,20.33313955,20.59769445,20.82285788,21.01411145,21.20712163,21.43245956
MDG,kt_methane,2.522164424,3.085639265,3.287523085,3.500361991,3.72456394,3.960566331,4.20656021,4.464843808,4.736273788,5.021357057,5.3206131,5.648652454,5.99549886,6.359378433,6.740276408,7.138401861,7.571254787,8.02702752,8.505203954,9.008735496,9.540237393,9.723391985,10.1301038,10.63290101,11.07374452,11.59498177,12.07790439,12.64304139,13.25735125,13.93792193,14.66063104,15.53256029,15.2802457,16.24328987,17.2056943,18.12806588,19.32828923,20.72222094,22.28190822,22.98444286,23.93293629,25.10003199,26.48733621,27.87921567,29.43548048,31.05985672,32.72284263,34.47100278,36.41502943,38.05506074,39.76895448,41.5121729
MDV,kt_methane,0.158099051,0.196370216,0.223059573,0.252134674,0.283307306,0.316333935,0.349000598,0.383072388,0.419164231,0.458084359,0.50059057,0.537956006,0.577624286,0.620281926,0.665492706,0.712912758,0.74273817,0.771083035,0.79960652,0.828132611,0.856508682,0.880384756,0.903334462,0.925713611,0.946739464,0.966374209,1.017674712,1.074516147,1.131550389,1.188406384,1.243155225,1.322559365,1.443148212,1.596930075,1.74010972,1.811076718,1.995737083,2.136587132,2.286765105,2.366198927,2.515383733,2.678181993,2.817871127,2.987216429,3.165163656,3.318534772,3.467670371,3.613417599,3.752897919,3.892806081,4.037930023,4.181294247
MEX,kt_methane,416.7602193,494.5306843,520.1696408,546.9276911,574.479933,602.5450127,630.5873711,658.9468646,687.6782607,716.8223944,746.4214658,773.4867917,800.4085051,827.6055427,855.1455168,883.0945345,910.9380481,939.1025791,967.8236143,997.3574229,1027.883816,1061.899638,1096.019804,1127.418736,1165.213434,1178.067753,1214.68807,1255.537346,1292.856841,1323.924418,1359.46891,1383.08898,1405.545073,1432.175563,1467.008381,1500.156256,1540.452245,1520.175392,1501.343842,1514.45283,1554.927105,1595.303443,1635.33277,1668.715843,1705.823661,1745.403695,1781.245939,1813.88261,1845.926499,1879.978961,1914.659601,1948.284052
MKD,kt_methane,6.279884743,7.034194273,7.24551359,7.454160097,7.671511539,7.906169258,8.13782648,8.385356163,8.643271161,8.899598637,9.144468899,9.342634147,9.522900726,9.690055446,9.848047606,10.00030155,10.14168212,10.27716227,10.40603592,10.52601633,10.63608804,10.57313212,10.4768164,10.35336911,10.37761219,10.44434186,10.45156291,10.47345468,10.5508862,10.65486397,10.7583689,10.66995593,10.66911866,10.68880743,10.76279905,10.8405357,10.95329856,11.09702067,11.21881869,11.20157645,11.25931909,11.33948851,11.35514537,11.44517107,11.55909852,11.68040005,11.80600077,11.87039005,11.98758652,12.0955623,12.20451064,12.30929022
MLI,kt_methane,1.057768181,1.257893947,1.318725114,1.382519835,1.448891902,1.517519249,1.594766608,1.675420716,1.759147681,1.846837881,1.939225104,2.043847676,2.155384176,2.271473197,2.389587403,2.507714379,2.618545143,2.727609228,2.83897199,2.957948055,3.089181426,3.349534846,3.449859738,3.619159719,3.818738551,3.983715145,4.269848152,4.552666643,4.895062349,5.233220847,5.472624477,6.066833176,6.498025239,7.064151206,7.501461107,8.073950341,8.666713031,9.257000014,9.918981831,10.62070195,11.38567472,12.10942842,12.67380901,13.37263359,14.34870327,15.36727495,16.32472835,17.29745459,18.28922019,19.23275295,20.22496214,21.19197232
MLT,kt_methane,0.51930399,0.544586047,0.545529957,0.546475029,0.547403031,0.548330054,0.551875023,0.555426978,0.558978944,0.562543943,0.566103072,0.571522014,0.576948038,0.582374972,0.587821963,0.593269945,0.598871049,0.604487935,0.610111071,0.615734959,0.615118017,0.701985922,0.793717016,0.888868021,0.987306053,1.089919988,1.197950042,1.308200021,1.443779928,1.578480035,1.722920042,1.849529922,1.984719969,2.120640022,2.191849972,2.602930063,3.07288994,3.520420073,3.75891722,4.396670383,4.859525621,5.184991954,2.341705111,2.278476318,2.424950373,2.773038737,2.784366531,2.793914895,2.823149635,2.932083183,3.04522002,3.099654147
MMR,kt_methane,5.494506773,6.513076578,6.750792885,6.995578604,7.247823617,7.50784522,7.701150331,7.88683059,8.075611338,8.268024361,8.464213065,8.687600729,8.918306658,9.15104733,9.383267192,9.612664402,9.877936478,10.14705534,10.4124903,10.67169289,10.92285389,11.05348597,11.76745166,12.38214746,13.07126536,13.76578577,14.46547719,15.13835266,15.84118548,16.90308493,18.23066017,19.48943306,20.81373715,22.30966956,23.845486,25.41615838,27.01270797,28.56104689,30.00037052,31.48683932,32.95810624,34.15672516,35.50826817,37.0302658,38.57968856,40.07815259,41.37939446,42.76440648,44.13798039,45.46922185,46.84061476,48.18673151
